store,Latitude,Longitude
夯吐司早午餐 Hong Toast Brunch,24.809979980257324,121.02674000013002
Hiro's らぁ麵 Kitchen,24.806870000812637,120.9653599937285
喜歡咖啡館,24.80266999676948,120.96414000772131
bigreeny 料理．家,24.776880012255575,121.02010002407252
水哥笠禾,24.810100009110798,120.98028003283787
Miller Breakfast & Brunch （竹科店）,24.791509995605566,121.01115996996458
飛行樹屋咖啡 Treehouse Cafe,24.79231998081893,121.00457003386902
HOI x 山語喃喃,24.815871994474907,121.01992799483055
滿嘴拉麵,24.777329994727552,121.02080997127143
生活倉廚 Life Kitchen,24.790900002601973,121.01045999723044
享樂煮義 foodaholic,24.7906200051264,121.0087700379122
NU PASTA 新竹關新店,24.78581000807965,121.02018996189355
39A Café,24.80242998097205,120.96283997453884
柴窯火腿製造所 新竹店,24.786220008873485,121.01663997444166
日出而作。朝食,24.79195000361277,121.0151500073332
榮師傅麵食烘焙,24.79183001666881,121.00455000112044
咕咕雞早午餐,24.7030111689052,121.05431820877094
牛丁次郎坊x深夜裡的和魂燒肉丼x頭份中華支店,24.684899982383897,120.90631996323651
特丘在弄-早午餐・麥麥小酒館-Home Bar,24.815389995842892,121.02565001744108
TWINS 廚房 義式料理,24.801190004125786,120.97563997887801
屋有-Woyo-新竹信義店,24.90649000970018,121.0493500163077
泰泰Thai Thai,24.79531001522919,120.97355003514025
淇里思新竹店Chilliesine Indian Restaurant Hsinchu印度餐廳,24.78776999040869,121.01918002637996
郵局對面  Opposite,24.802919987031686,120.96729001075369
東門市場,24.806190000000072,120.96893000000011
植美家 健康早午餐,24.78886001500713,121.01226001093733
橄欖樹廚房,24.7937299845711,121.0016800374732
樂泰 Love Thai,24.826690000000042,121.01281000000006
MoM's TOUCH 新竹關新店,24.787619996251365,121.01961001801288
富貴餐室,24.818010011137474,120.97208001696134
小海亭咖哩廚房 金山店,24.77627001925198,121.02182996506889
戲棚下Under Six Pound,24.804969991000817,120.96755999185496
田庄桑椹冰店,24.796030020711953,120.96730995968323
旨味丼屋,24.77516000381445,121.02713998454954
Crazy Pizza Tw,24.783599993578903,121.0166099672283
遠東百貨 新竹大遠百,24.801447118994787,120.96596848945168
文興車庫鹽酥雞,24.810349999373017,121.02840003605394
宋氏手工鋪-創始店,24.806190000000072,120.96893000000011
青畑九號,24.814370002045465,121.0281700366308
言初鍋物  ひなべ,24.80247000455971,120.96329997338506
DR.INK,24.827352986052283,121.02790241552515
新竹大潤發忠孝店,24.826690000000042,121.01281000000006
Big City遠東巨城購物中心,24.8096700174779,120.97494000614387
梁氏甜點 The Liang’s dessert,24.795649985221985,121.00261998409525
廚師流浪,24.810209979680465,121.03149999912432
大醬韓式料理,24.812159987544717,121.02489003028018
Lost in Zhubei外帶咖啡吧,24.806601637889365,121.02825337940813
泗川見-巴蜀極品麻辣鴛鴦鍋-新竹sogo巨城店,24.80950953304138,120.97625106047057
The Fun樂房早午餐-建美店,24.80202999655252,120.99814002448608
卡桑の酒場,24.803049990349933,120.98035999619418
山威食堂,24.794280005057473,121.0096799773209
輕揚 Veggie Delight,24.821099999743097,121.0096900356047
岡山羊肉快炒店,24.806190000000072,120.96893000000011
壽司郎 慈雲店,24.826690000000042,121.01281000000006
國立交通大學竹北校區客家學院,24.80873856599877,121.02672221320661
三一宅 藝空間,23.310029983199215,120.3223100212972
老饕滷味（新竹中山店）,24.799569991789554,120.95730003945403
YYsports,24.79136000144824,121.01239001425557
Hotel Indigo Hsinchu Science Park,24.798710008523756,121.00550000602635
幽靈馬車小吃店,24.833880013243245,121.01242999593376
麵家二眷-竹北店,24.82899001093068,121.01728999103295
露境東岳。輕鬆露,24.52118796788155,121.83373549830235
川島家便當專賣,24.784040001586092,121.022439999982
藍衫茶所,24.81261001192621,121.02484996478302
微妙時光,24.789819994377822,121.00097998091996
大神燒肉,24.79713001977518,120.96145000353522
禧樂-丼飯·刺身·炭燒,24.796260020135094,121.00685996981656
八二親食 Mama Kim,24.826690000000042,121.01281000000006
Uncle Shawn 燒肉餐酒館 新竹店,24.799899987317573,120.96581999257478
El Mundo 墨多,24.809069998939094,120.96971003383851
燒肉心Kokoro Grill,24.8190999938264,121.0254800324447
燒肚,24.816029996059854,121.02916002321484
起家雞,24.826690000000042,121.01281000000006
SUN BERNO 光焙若蔬食 新竹巨城店,24.826690000000042,121.01281000000006
厚食聚落,24.817739988126675,121.03114997084771
太味發,24.814127499383346,121.0216830347464
湯二木,24.805349984581284,120.96315002113727
有田咖啡,24.8025908612898,121.04964731127478
天婦羅笑門-新竹天ぷら專門店,24.791869998346954,121.01542996289925
茶六燒肉堂,24.163300015108334,120.63504997670418
金河童古早味製造所,24.78479998874701,121.0194700402298
東門文昌雞飯,24.80423624706514,120.97152030565822
享噹初 巨城店,24.809038776415242,120.97481020080765
飛鳥製豆所,24.801519999653806,120.96656003080614
新竹-三廠炸醬麵,24.804720000738612,120.95613998405457
茶棧 竹北總店,24.836690004373295,121.00913004065359
禾孟壽司坊,24.81205999143984,121.02509999695474
〔而已 ｜ niaa niaa〕,24.791820000294507,121.01550003560982
茶湯會 - 新竹經國店,24.804969991000817,120.95538997135844
阿彤北和牛海鮮燒肉新竹總店,24.78763998709043,121.01020996505872
麵匠　川上,24.807740000452725,120.96739998132335
無米集會所,24.80145998522707,120.9665099908442
春室 Glass Studio + The POOL,24.801482691674586,120.97702293668787
本土狼雙語桌遊咖啡廳,24.806190000000072,120.96893000000011
新馬辣竹北店,30.545830000000024,117.86667000000011
Hollatte 馥拿鐵四店,24.761789988149786,121.06142004069937
慕淳,24.802500011773077,120.96851997122565
老瀋陽酸白菜火鍋,24.810308423144743,120.97879546135634
中崎家 【正統日式咖哩】,24.803259998933996,120.9964499813488
尋光小路,24.81281000413597,120.96456002488947
署茗職茶 At Tea  新竹光復店,24.780725046137444,121.02679008410722
尼庫燒肉 Niku Grilled meat,24.81832999029119,121.03071000475006
醺居酒屋 ほろよい horoyoi,24.80590997953243,120.9660599664627
貳貳柒 Lab 227,24.789999995748516,120.99856004165417
嗑肉石鍋（新竹金山店）,24.77711998614349,121.02122998843959
田季發爺-竹北店,24.81315001603828,121.02381999652079
金元寶餃子大王,24.806190000000072,120.96893000000011
可不可熟成紅茶-新竹金山店,24.77778001910903,121.02070000070182
辛麻泰正宗麻辣鍋,24.8096700174779,120.97494000614387
凡妮莎南歐花園餐廳,24.775190011027817,121.0264899679583
銀座梅林豬排 Bairin Taiwan,24.8096700174779,120.97494000614387
養鍋 Yang Guo 石頭涮涮鍋,24.786430017457548,121.0112000354618
樂兔洋食行,24.80967000000004,120.97494000000006
岩語茶 Yan Yu Cha 竹科店,24.78189000151208,121.02169996175064
蝦暢複合餐廳,24.795319989693965,120.94398002184181
城隍廟郭家潤餅,24.711280000000045,121.09738000000004
是時候It’s time to,24.804500017689776,120.974459974549
7-11藍海門市,24.78443001154085,121.01811996708534
維宏食品有限公司(拿破崙先生),25.037370000000067,121.56355000000008
西大發爆漿城隍包,24.80476999879106,120.96548002258197
起士公爵,25.049340019491197,121.5168199881524
秦老大的小館子金山店,24.778119989101825,121.02034997242521
三年五班黑糖珍珠鋪-新竹城隍旗艦店,24.806190000000072,120.96893000000011
法覓咖啡館 Fourmi Café • 新竹店,24.806811868792696,120.99080423770612
快車肉乾/肉紙,25.031659987304195,121.5187999613205
Oya Pizza,24.804860020431164,120.96700997136861
開元路無名虱目魚,23.008210013158717,120.22151000808066
北海道炙燒拉麵 新竹金山店,24.77721998224837,121.02345001931462
Lady nara,24.826690000000042,121.01281000000006
双生綠豆沙牛奶 Shuànsên beverages,22.99636998819018,120.20353996204375
鳳姐鴨肉飯,22.99941002065289,120.19469001339502
麥當勞 關新路,24.826690000000042,121.01281000000006
御丼鍋,24.798129980824015,120.9977400400665
柒樓-手作料理,24.836030013317256,121.00885000126846
樂Fit ～健身.健康餐飲,24.7761600067728,121.02687000344827
三代目牛肉麵,24.819169982717924,121.02628997574851
JAI宅 新竹巨城,24.810009987470693,120.97346001350019
廣閤燒肉火鍋,24.778720007640644,121.02033002349566
竹北-亞尼克,24.8199699934665,121.01235003257744
享廚鐵板燒Enjoy Teppanyaki,24.83180000206073,121.01285001310185
Monge 蒙日；台法餐食,24.809920007740104,120.96743996300148
全家關新店,24.786120054678122,121.02024008567457
虎丼厚切牛排丼SteakDonburi,24.811929988121577,121.02538003633981
彭老師野薑花粽,24.826690000000042,121.01281000000006
內灣茶堂客家菜,24.788750002527962,121.17623996044335
水母吃乳酪,24.251160004293155,120.80871999301422
Migration 遷徙 l 咖啡&民宿,24.707149995820203,121.1800900200289
日出茶太 - CHATIME,24.8096700174779,120.97494000614387
新竹縣內灣老街,24.705656057819912,121.18164568958291
德洲農場 美式炭烤牛排,24.781130014351163,121.02526998195111
紅豆伊人,24.71668998464787,121.15429001914072
台南名產-依蕾特布丁,22.998219999949555,120.17414999202555
幸福冰舖,24.787179988244162,121.02090996737633
林記燒甘蔗汁,24.803520005570505,120.97785003528833
春美冰菓室,25.05399998047109,121.54662997533876
谷灶堂小食店,24.787680010678102,121.0156899695358
烏弄,24.777322669450626,121.02086843463196
鍋牛鍋物-新竹店,24.77050000092504,121.05506002020792
7-11,24.826690000000042,121.01281000000006
阿爸的芋圓 京站店-原西門店,25.048947302739087,121.51660912624276
十里·食,24.78479998874701,121.0194700402298
星野肉肉鍋mini-新竹遠東巨城店,24.809038776415242,120.97481020080765
宸妃殿-金山旗艦殿,24.777620008577415,121.02099001455167
享來初,24.826690000000042,121.01281000000006
彭成珍餅舖,24.80306998118901,120.965150027054
署茗職茶 AtTea,25.080350001845673,121.57078997305166
搖搖再喝 SHAKE SHAKE,24.8042100038399,120.96381001219333
星巴克新竹日光門市,24.785259987593278,121.01886997978153
Cook Table料理桌日式洋食館,24.825280565728626,121.02935759797377
海神 うみがみ 平價生魚片丼飯 - 新竹創始店,24.73867001698291,121.08930998532537
鍋日子 Hot Pot Day,24.82973998171731,121.01843001368383
立斯衛-新豐店,24.874400019121538,120.99463001871231
同樂食鍋 石頭火鍋/涮涮鍋專賣,24.815880001902528,121.02532002191305
Double Eats 双食建中店,24.800140003115004,120.9940199837992
台灣壹碳烤 竹北店  串燒/碳烤/飛鏢/居酒屋/啤酒 居酒食堂,24.829209993979532,121.01747003431313
大角拉麵 ダージャオラーメン,24.803735534734646,120.96942226522924
激旨燒鳥Gekiuma Yakitori 二店,24.177689982660908,120.64630997397302
鬼椒一番鍋-頭份店,24.691919993931393,120.9030999713126
二邨啥麵,24.784469993219005,121.0155599662175
吃光Cacti,24.166069982650725,120.64712000109586
日荃蒸餃,24.798350005782368,120.99667998077194
大魔 ‧ 大満足鍋物 - 新竹遠百店,24.801240002178233,120.96466999545913
嵐沺拉麵,24.80193000044764,120.96689002633417
嗑肉石鍋（新竹經國店）,24.80747001935144,120.9571999595301
勝鋤 SHENG Sukiyaki 壽喜燒,24.813699994615135,120.97277998969554
粥坊Salty Congee。創意粥品,24.798319998569,120.9735699840698
街巷Coffee&Restaurant,24.792440009672404,121.00806998135897
東門市場 米粉攤,24.738679991447682,121.08936999975208
進發家 新竹民生店,24.810139990788954,120.97681998320706
新竹養生藥膳雞湯 淡水台g店關新店,24.783920014642135,121.0165600110854
日分茶refuntea,24.78482999596038,121.01389003964789
石二鍋,24.802236274023826,120.97096088348974
墨竹亭 新竹金山店,24.776589998405697,121.0218899794956
旭 北海道昆布鍋,23.69343001101791,120.5383399969611
海老麵場烏日場,24.10510999341733,120.62211996904671
老段牛肉麵,24.801780006290315,120.99634998524391
台南牛肉清湯,24.684499997964366,120.86875001009031
三媽臭臭鍋 - 新竹南大店,24.797799985295995,120.97017003268479
東港強 和牛 燒肉 新竹門市,24.826690000000042,121.01281000000006
蚯蚓龍山麵線糊,24.05375998190314,120.43405001071937
逸之牛 日式炸牛排專売博愛店,22.6625000092492,120.30341997756784
丸鍋-昆布鍋物 新竹1號店,24.80089001581115,120.98892998927687
麻子辣蒙古麻辣滷味,24.781519982396404,121.02346996824417
築地鮮魚十五街總店-創始店,24.806190000000072,120.96893000000011
麵堂麵食專賣店,24.795870010180337,120.97442996733565
桃園牛排專賣店-新竹中正店,24.804700009899534,120.97025997050582
新莊街6號,24.7865399880272,121.0167699777599
成都老鍋牛肉麵,24.792950006571104,121.00208999635748
小花麵包店,23.47848000166867,120.46294997467794
竹科車庫餐廳,24.78210998456092,121.00468997890346
全州正味,24.831140011004706,121.01029001223401
Tudo Bem Bistro 哩賀巴西小館,24.79887999352016,120.98318000369852
The Fun 樂房早午餐,24.825581820809525,121.03106725869102
自強星和診所-竹北,24.81548268124816,121.02453622450435
井井,24.801660019346357,120.99667000630717
米咕家日式飯糰,30.545830000000024,117.86667000000011
斜角古早味綿綿冰,24.796560008449745,120.96818997569761
台灣壹碳烤 居酒食堂  串燒/啤酒/烤物/飛鏢,24.80524998847639,120.98928999201826
蕭家小館,25.039309982694363,121.55341998746314
布蕾咖啡 Cafe Brule,24.786309988604074,121.0150899929065
麻子辣蒙古麻辣滷味 竹北光明店,24.83035001663042,121.00858002016719
一口丹 日式飯糰,24.826146255390505,121.02999372994964
友好料,24.83257998006073,121.01009999448905
品豐冰室,24.826690000000042,121.01281000000006
HI HAI,24.806190000000072,120.96893000000011
野樂蝦啤  泰國蝦x精釀啤酒,24.82675463485576,121.03031368125679
Naughty Thai 泰調啤泰式餐酒館- 新竹店,24.808950011995137,120.96654997252233
新竹 昶瑞摃丸,24.804789989630123,120.9661700208514
光之食艷室 Light Food Studio Café&bakes,24.825209982146134,120.96506000541387
長城小館,24.806650017763786,120.9834799920132
樂苣健康廚坊 The Gym Chef,24.815610020801245,121.02381002205601
東門市場-4.8坪,24.806190000000072,120.96893000000011
FELICE 費莉絲,24.80201998017823,120.96572997093466
Tigerroar 韓虎嘯,24.809610003051162,120.97619997382918
大阪燒肉燒魂Yakikon新竹店,24.80270000398285,120.96984003715676
鐵了心暖心鍋室—新竹北大店,24.802735234414854,120.96027350807638
LAG累擱 鮮奶茶-新竹店,24.83547001836611,121.02110995958611
鉄火牛排,24.8096700174779,120.97494000614387
湯明茶樓,24.7982399933032,120.9635299728082
Mar Adriatico海鷗餐廳,24.8051600087458,120.97404004119988
博多一幸舍,24.785209989540846,121.02004000964575
佐式義,24.81313999966399,121.02149996954086
晶品城購物廣場,24.734759984880114,121.09442001259623
私嚐の吃飯-唯一粉專,24.805759985375104,120.97018000714957
全家FamilyMart,24.81146998927531,120.95642999790442
長疆炭燒羊肉爐-新竹北區店,24.803520005570505,120.96034996256247
LALA Kitchen 新美式餐廳- 交大店,24.78929000664003,121.00002997601405
Tigerroar 韓虎嘯「新竹巨城」,24.809610003051162,120.97619997382918
キナヤ咖哩工房//Kinaya Curry,24.16324000000003,120.64821000000006
Bungy Jump Korean BBQ 笨豬跳 韓式燒肉 - 竹北店,24.817409992598655,121.02036003070901
紙包魚-天府之國,24.810269994107202,120.97680003427752
曼谷市場-東門市場店,24.73867001698291,121.08930998532537
Pa Duola帕朵拉義式餐廳,24.818440002770373,120.97086003095416
金福越式河粉 KING PHO BAR,24.81007000189743,120.96739998132335
療癒甜點  Healing Dessert,24.8216200130161,121.00878998684175
Kurashi,24.819149991878845,121.02999997373206
Pho.V弗薇越式餐廳竹北店,24.81924001351895,121.02584003518609
柚一鍋 a Pomelo's Hot Pot,24.801550006867174,120.96421997107763
(原)來來鴨肉麵,24.806190000000072,120.96893000000011
十饍麵堂  Shi Shan Noodles,24.822030013809922,121.02430002811565
MANO MANO,24.786509980813832,121.01496996405302
Street Churros Hsinchu,24.802550009825524,120.96408996775938
蔣好的味道,24.812300007237255,120.98476996691187
Dig in   comfort food&coffee  癮 . 舒 .食,24.81055421928433,121.02686867364788
友食寓,24.83452998792498,121.01183001930445
皿富器食 min food,24.806190000000072,120.96893000000011
Garden Party Restaurant,24.806190000000072,120.96893000000011
Friendy Pizzeria,24.80652001444554,120.97474998839886
優鮮庫純,24.82630881957886,121.02994518110272
公寓鹹酥雞,24.77627001925198,121.02358999709764
金子半之助-新竹巨城店,24.826690000000042,121.01281000000006
某村 bô tshun,24.82899001093068,121.01728999103295
燒肉觀止,23.479310019630617,120.42945999672145
Choe.go 崔果,24.80235999208054,120.9760299888328
燃 手串,24.805739994536026,120.9660700247465
良麵對覺,24.191689982168228,120.61288998490801
Poffee Canteen,24.959240008592246,121.22881997433899
UEUE 鬱鬱,24.807732362597168,120.97560438092759
Hidden Off,24.801120015234275,120.96305999949715
生地餅舖,24.806959980543212,120.96497995823853
連進酸菜白肉鍋,24.831209999896217,121.01547002839646
眷村龎 原新竹山東早點,24.808610000092827,120.9703799993593
竹豐園,24.826690000000042,121.01281000000006
中大水餃鍋貼館,24.826690000000042,121.01281000000006
日光豆漿,30.545830000000024,117.86667000000011
境在。Neverland,24.826690000000042,121.01281000000006
SUCRÉ Pâtisserie 法葵法式甜點,24.804249985518055,120.97427004062303
點心道,24.826500000000067,121.01004000000012
宗初食堂,24.806190000000072,120.96893000000011
Like.8 ㄧ起來點吧 17km,24.784000626697722,120.91505568105806
鄭記美食館,24.809690008316977,120.97989002288313
丰晟小籠包,24.809469983358625,120.96447997771412
小次郎,24.806190000000072,120.96893000000011
BonBon Sweet  Dessert&Coffee,24.826690000000042,121.01281000000006
新竹-下公館／ 新竹客運,24.826690000000042,121.01281000000006
山外南雄九號,24.806190000000072,120.96893000000011
東街日本料理-民生店,24.813189997716435,120.97481000282562
鮮極日本料理,24.786020016663713,121.0207699895933
tiny house 小房子 · 咖啡 甜點,24.78125000129512,121.02233002941233
小洋樓,24.793909985941795,120.9667699974807
Simple 簡單吃,24.806190000000072,120.96893000000011
石坊小井,24.802739985660992,120.96457997381901
山之狼便當-三郎中壢店,24.965860000000077,121.2248800000001
過日子。宅咖啡,24.841549999472477,121.00589999044587
日常朝食,24.811870015604356,120.97198999532128
COCA COFFEE 渴口手沖咖啡,24.80542001538231,121.04144001428102
鐵三角吐司專賣-東南總店,24.797599993086237,120.97405999012943
KB kaffe boutique,24.807529991868662,120.97439996012224
德州美墨炸雞京站店,25.04824282142568,121.51635580440514
EGGY x Picnic 迷彩雪沙&蛋仔專門店,24.809569979463504,120.97766999200809
蜂蜜大王,24.802719994821928,120.96325001724216
日本之味歌麿,24.826690000000042,121.01281000000006
米舖,24.81268000081772,120.97490002446568
The Secret 謐 謐,24.810180014376613,120.97803996921425
慢半拍餐館,24.822510003495267,121.02959998931249
人之初燒肉丼飯,24.80923000947071,120.97405999012943
半畝院子,24.812460017768885,121.03629997979675
喬桌子巨城,24.826690000000042,121.01281000000006
18巷公園羊肉炒麵（正確座標）,24.81379413174039,120.9735498764638
新竹竹北光明ㄧ路,24.826690000000042,121.01281000000006
H・Cafe,24.806230000595676,120.97429996401735
K.s夢想廚房,24.81655998379763,120.97701000095208
有樹早餐,24.806190000000072,120.96893000000011
Paleo Food Co. ,24.82100000363822,121.01043996448186
川牛木石亭  北門店,24.808950011995137,120.96516997598354
Blacktail cafe,25.076390013599948,121.57895998171483
玉龍肉圓 湳雅,24.820089980410458,120.97322003961227
Woolicafe,24.87294999178171,120.98544001625174
聚煎焙咖啡專賣店,24.810250003268123,120.97711997152174
全聯福利中心,24.076020000000028,120.54411000000005
石井屋日本料理,24.169319981787964,120.6553999803287
長興釣蝦場之特級麻辣臭豆腐,24.7456000068903,120.90463997838305
House+Cafe since 1910,24.965860000000077,121.2248800000001
竹美雞煲蟹,24.81486998256989,120.96716000743544
國家第三級古蹟~新竹長和宮,24.80856000204038,120.96490996934705
井家 Tea House,24.808020000000056,120.97005000000001
草根廚房,24.76081001794003,120.96050997309408
竹間精緻鍋物 新竹湳雅店,24.818190012508154,120.97018998161434
富穀沺 Fugootain,24.798469992726325,120.96844998233416
雕可頌,25.037370000000067,121.56355000000008
Dr.inker 有故事也居,25.256709980432277,121.51051000762288
小羅賓的廚房,24.800090005062557,120.96687996805036
冪 La Miette Cafe&Bistro,24.807939992662497,120.95790001608333
慧光營養素食館,24.806190000000072,120.96893000000011
Schäfer 希福甜點咖啡,24.806190000000072,120.96893000000011
Bisou Bisou  Pâtisserie  café,24.810344770495327,121.02669588740648
SUPIN Aisukurimu,24.81205001697505,121.03074001196342
集品蝦仁飯,22.990259999870446,120.1950500161364
續日,24.800239999219883,120.97411003009142
新加坡美食,24.76152998151329,121.05332002092774
喜樂韓式料理  -  山上的階梯,24.80746000297715,120.96541003369049
鬍鬚李小吃店,24.826690000000042,121.01281000000006
阿香小吃部,24.811480005649614,120.95600000627155
柚子 Pomelo's Home,24.836340018006197,121.01565996232239
東風南喃 咖啡 甜點,24.720490004271497,121.09537999196692
泰之味 泰式麵食館,24.805639998431147,120.9700199966179
水餃莊,24.802899996192608,120.96160003960205
荷竹園,24.806190000000072,120.96893000000011
龍虎正宗海南雞飯,24.81107000485578,120.97618999936441
September Café,25.03687001067999,121.54806001183954
黑隆美食,24.80340999309132,120.96463998824572
Pink Ice,25.042240002677886,121.54631003809453
永福 胡椒豬肚雞,24.80757001545632,120.95711002170907
小海亭咖哩廚房,24.806870000812637,120.9653599937285
URBAN SELECT,25.053649994104006,121.52110003937088
Hovii Cafe,24.82689998337389,121.0835800324956
九點零一分.Brunch,25.05970000990652,121.52901004139756
合浦刀切麵食,24.826690000000042,121.01281000000006
語菓 Fortune Teller,24.826690000000042,121.01281000000006
白鬍子奶蓋職人,24.806670008602865,120.96572997093466
正宗老楊-陽春麵,24.826690000000042,121.01281000000006
村之屋,24.807340016033194,120.9644000143578
富山日本料理,24.80706001855762,120.96351999834343
老陳牛肉麵,24.798129980824015,120.97766001754331
手作本物/てづくりほんもの,24.811840008390988,121.02630003403232
西市米粉湯,24.806190000000072,120.96893000000011
戀愛吧 Lovejuice 漸層果汁,24.805529985951978,120.97132002980044
八分飽 - 新竹市建功店,24.80278998371344,120.99351002881002
老皮哥牛肉麵-新豐旗艦店,24.871564834941793,120.99874505955219
讚哥燒肉飯,24.833080002494654,121.01243997039853
老港陳 港式美食,24.806190000000072,120.96893000000011
麥的飯舖,24.807499984655294,120.97434002951456
厚道飲食店-新竹店,24.806190000000072,120.96893000000011
六家橋頭早餐,30.545830000000024,117.86667000000011
Bar Reviver,24.80094001386358,120.96880001061072
滝禾製麵所-新竹新莊店,24.787660019839024,121.01731002378153
不餓門_廣東粥,24.826690000000042,121.01281000000006
汰汰茶沙龍-晶品城門市,24.734690037898105,121.09288492003647
小鬆丘,24.786079989180934,121.01514003286843
北村豆腐家,25.041041863074387,121.56537234506489
Piccola Enoteca 彼刻,24.819470012942077,121.02451996925498
新橋燒肉屋     -新竹生活,24.806190000000072,120.96893000000011
Singapore,1.2904100000000653,103.85211000000004
秋子阿嬤的廚房,24.810449995477896,120.97667003095927
Schäfer 希弗德式烘焙,24.810549991582775,120.9734099735382
食麥smile,24.78340000136913,121.01216001483249
麵屋浩Hiroshi,24.806870000812637,120.96568001479176
Casa cafe,24.795050008592682,120.96165997020978
阿桂羊牛雜,24.806190000000072,120.96893000000011
時樂堂,24.80202999655252,120.97618002489963
屋台Yes！ 日式串炸專門店,24.826690000000042,121.01281000000006
一笈壽司,24.150569999660632,120.65178000398527
うたまろ 歌麿,24.802539993451234,120.96939998724002
DAIMA 大馬南洋料理,24.826690000000042,121.01281000000006
I'mmat cafe 小墊子,24.826690000000042,121.01281000000006
康樂街牛肉湯,22.998289988841066,120.19620998771683
早餐好樂 How The Breakfast,23.48378997923983,120.45598997755718
車庫町日式咖哩，丼飯。,24.784822426384117,120.99061196683222
＊米度咖哩、丼飯＊正大阪風味＊正式粉絲頁,24.79068999401791,121.17609000819556
老虎堂,24.16324000000003,120.64821000000006
KP Burger,24.777919996892066,121.02037000517379
糖奶奶—城隍店,24.834290014037066,121.02355998988429
神虎拉麵kamitora,24.808679988984338,120.96522999041025
阿泉焢肉飯,24.080240006595957,120.54168999220326
火山咖喱烏龍專賣,24.80527999568976,120.96542998262004
彰化魚市場爌肉飯,24.075189993751792,120.53663000489428
坐著做。海鮮丼飯專門店,24.965860000000077,121.2248800000001
東洲黑糖奶舖-台南東寧總店,22.99183998861902,120.2217899636467
悦津鹹粥,22.997690012211763,120.20063001671838
明卿蝦仁飯,22.997519985305857,120.20089999781965
OAAO 好茶專賣所,22.991060010619023,120.19678004095181
築咖啡 Zhu Coffee,24.801749999076947,120.97724000037522
PUNG 舒芙蕾‧茶飲,24.830029995567173,121.00845001684894
欣園早點,24.803170019203407,120.95521998636201
廟口鴨香飯,24.806190000000072,120.96893000000011
新竹城隍廟-西市汕頭館,24.804260001892345,120.96526997208838
喜劇收場 Happy Ending,24.806759988333454,120.97359001681843
Overture序曲 散策65,24.16380722826048,120.6887550934631
小茶齋,24.170850014393608,120.64669998392776
HAMA Sushi壽司,25.05161998097394,121.54520002265701
舊是經典咖啡館,24.8012700093916,120.9972600084717
瑩珍園小館(北平烤鴨),24.814799993678363,120.97431002230121
粥大王養生粥底火鍋,24.806980013291806,120.96654997252233
林記-古意奶茶 台北直營旗艦店,25.044689991066548,121.51550000604033
松江屋 - 慈雲店,24.790539999860584,121.0145399724201
踐邑 手工烏龍麵專賣店,24.80682000276019,120.9652100414807
如意麵食館,24.801480017975663,120.9974200190033
日常咖啡 Le café quotidien,24.794939996113513,120.97795003139316
